,Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Valor de mercado (Transfermarkt),Vencimiento contrato,Partidos jugados,Minutos jugados,Goles,xG,Asistencias,xA,Duelos/90,Duelos ganados %,País de nacimiento,Pasaporte,Pie,Altura,Peso,En prestamo,Acciones defensivas realizadas/90,Duelos defensivos/90,Duelos defensivos ganados %,Duelos aéreos/90,Duelos aéreos ganados %,Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,Tiros a la portería %,Goles hechos %,Asistencias/90,Centros/90,Precisión centros %,Centros desde la banda izquierda/90,Precisión centros desde la banda izquierda %,Centros desde la banda derecha/90,Precisión centros desde la banda derecha %,Centros al área pequeña/90,Regates/90,Regates realizados %,Duelos atacantes/90,Duelos atacantes ganados %,Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos/90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,Precisión pases %,Pases hacia adelante/90,Precisión pases hacia adelante %,Pases hacia atrás/90,Precision pases hacia atrás %,Pases laterales/90,Precisión pases laterales %,Pases cortos / medios/90,Precisión pases cortos / medios %,Pases largos/90,Precisión pases largos %,"Longitud media pases, m","Longitud media pases largos, m",xA/90,Second assists/90,Third assists/90,Desmarques/90,Precisión desmarques %,Jugadas claves/90,Pases en el último tercio/90,Precisión pases en el último tercio %,Pases al área de penalti/90,Pases hacía el área pequeña %,Pases en profundidad/90,Precisión pases en profundidad %,Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,Precisión pases progresivos %,Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas/90,Paradas %,xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Tiros libres/90,Tiros libres directos/90,Tiros libres directos %,Córneres/90,Penaltis a favor,Penaltis realizados %,Competición,Temporada,Pais_Comp,Asistencias/90.1,Duelos aéreos/90.1,Flag,Posición Principal,Fecha_Actualizacion
512,Mario Sánchez,Ejea,Ejea,RB,24,0,,21,1933,1,0.53,1,0.83,20.58,57.69,Spain,Spain,derecho,177,69,no,11.27,7.78,69.46,2.65,52.63,0.79,1.16,0.42,5.08,7.45,0.65,6,0.28,1,0.05,3.54,0.05,1,0.05,0.02,0,0.0,16,0.74,37.5,6.25,0.05,2.37,45.1,0.09,50.0,2.28,44.9,0.19,3.26,67.14,7.82,51.19,0.65,2.0,0.37,21.37,1.68,2.28,34.04,72.64,14.71,62.66,4.52,92.78,9.64,77.29,25.7,80.07,6.1,51.91,20.96,37.07,0.04,0.0,0.05,0.0,0.0,0.28,5.45,59.83,2.28,44.9,0.37,12.5,0.28,0.98,8.57,64.67,0,,0,,0,0.0,0.0,0.0,,,0.47,,0.05,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
513,Yacouba Dabo,Ejea,Ejea,"LB, LAMF",23,0,,21,1223,1,2.05,1,0.58,24.14,52.44,Senegal,Senegal,derecho,188,75,no,9.42,6.77,65.22,4.71,62.5,0.22,0.32,0.29,4.78,6.99,1.47,5,0.37,0,0.0,3.39,0.07,0,0.0,0.15,0,0.0,10,0.74,30.0,10.0,0.07,3.97,18.52,3.39,19.57,0.59,12.5,0.37,4.27,56.9,9.49,41.09,1.4,1.99,0.44,17.81,2.35,1.4,28.99,65.48,10.74,52.74,5.3,95.83,7.06,64.58,21.64,79.59,3.46,29.79,19.47,21.33,0.04,0.0,0.07,0.0,0.0,0.22,2.65,52.78,2.65,27.78,0.07,0.0,0.15,0.81,6.4,51.72,0,,0,,0,0.0,0.0,0.0,,,0.22,,0.0,0.0,0.0,0.0,1,100.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6395.png,Lateral,2026-08-01 16:29:15.671466
514,Aimar Collante,Ejea,Ejea,"LB, LCB",24,0,2026-06-30,14,946,0,0.61,0,0.08,13.79,58.62,Spain,Spain,izquierdo,184,77,no,9.8,7.8,64.63,2.95,48.39,0.1,0.14,0.48,4.66,7.1,0.95,4,0.38,0,0.0,0.57,0.0,0,0.0,0.06,0,0.0,5,0.48,60.0,0.0,0.0,0.57,50.0,0.57,50.0,0.0,0.0,0.1,0.1,0.0,0.86,33.33,0.86,0.29,0.0,19.41,0.67,0.38,32.16,69.23,15.98,58.93,3.71,94.87,10.47,79.09,23.02,81.82,8.56,36.67,22.91,36.78,0.01,0.0,0.0,0.0,0.0,0.0,6.47,44.12,1.43,40.0,0.19,0.0,0.38,0.29,8.09,54.12,0,,0,,0,0.0,0.0,0.0,,,1.33,,0.1,0.0,0.0,0.1,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
515,David Álvarez,Ejea,Ejea,"RAMF, RW",25,0,2026-06-30,22,1453,3,2.25,1,1.34,18.83,41.78,Spain,Spain,izquierdo,180,70,no,6.13,5.08,62.2,2.29,29.73,0.12,0.19,0.12,2.85,4.31,1.61,4,0.25,0,0.0,3.22,0.19,3,0.19,0.14,0,0.0,37,2.29,35.14,8.108,0.06,2.04,33.33,0.25,50.0,1.61,30.77,0.37,4.15,41.79,9.6,34.19,1.98,2.17,0.25,21.06,2.35,1.05,29.55,77.78,6.38,67.96,7.99,93.02,10.28,74.1,25.4,83.41,2.11,52.94,18.59,30.55,0.08,0.06,0.0,0.0,0.0,0.68,3.16,78.43,2.23,47.22,0.19,33.33,0.81,0.74,5.33,68.6,0,,0,,0,0.0,0.0,0.0,,,0.19,,0.99,0.31,0.0,1.67,1,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Extremo,2026-08-01 16:29:15.671466
516,B. François Kévin,Real Unión,Real Unión,CB,21,0,,1,19,0,0.0,0,0.0,,,Spain,Spain,,0,0,no,,,,,,,0.0,,,10.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05,0.0,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Central,2026-08-01 16:29:15.671466
517,D. Monzón Castillo,Real Zaragoza B,Real Zaragoza B,"LCMF, DMF, LDMF",18,0,2028-06-30,14,1240,0,0.17,0,0.1,15.9,55.71,Spain,Spain,,0,0,no,9.94,7.19,68.69,3.63,42.0,0.29,0.4,0.51,4.72,6.52,1.45,6,0.44,0,0.0,0.51,0.0,0,0.0,0.01,0,0.0,12,0.87,0.0,0.0,0.0,0.36,0.0,0.29,0.0,0.07,0.0,0.15,0.8,63.64,3.27,53.33,0.07,0.44,0.15,26.35,0.0,0.94,38.76,83.9,13.65,70.21,4.86,95.52,14.44,91.96,36.07,88.13,2.32,31.25,17.81,36.39,0.01,0.07,0.0,0.15,0.0,0.07,5.37,72.97,0.36,20.0,0.22,33.33,0.15,0.07,5.3,63.01,0,,0,,0,0.0,0.0,0.0,,,0.58,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
518,D. García,Real Zaragoza B,Real Zaragoza B,"RB, LB, RCB",20,0,,7,405,0,0.02,0,0.0,18.0,54.32,Spain,Spain,unknown,0,0,no,11.78,8.22,56.76,4.44,65.0,0.44,0.6,1.33,6.67,9.0,2.67,2,0.44,1,0.22,0.22,0.0,0,0.0,0.0,0,0.0,1,0.22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.44,0.0,0.44,0.0,15.33,0.67,1.11,30.44,69.34,15.11,63.24,3.33,80.0,7.33,81.82,24.89,77.68,5.56,32.0,25.12,44.74,0.0,0.0,0.0,0.0,0.0,0.0,5.56,44.0,0.89,0.0,0.0,0.0,0.0,0.0,7.78,54.29,0,,0,,0,0.0,0.0,0.0,,,0.67,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
519,Jaime Tobajas,Real Zaragoza B,Real Zaragoza B,"AMF, CF, RW",19,0,,18,1290,2,2.69,0,0.98,24.07,42.61,Spain,Spain,,0,0,no,4.26,4.47,62.5,2.93,16.67,0.21,0.31,0.07,1.26,1.87,0.98,5,0.35,0,0.0,3.91,0.14,2,0.14,0.19,0,0.0,25,1.74,40.0,8.0,0.0,1.05,33.33,0.49,14.29,0.56,50.0,0.21,3.98,66.67,13.6,41.03,2.02,2.58,0.35,24.0,1.47,2.37,30.42,82.11,7.05,71.29,7.47,91.59,10.05,87.5,28.19,84.41,1.26,66.67,15.42,20.43,0.07,0.0,0.0,0.28,75.0,0.56,3.98,75.44,1.53,59.09,0.49,57.14,0.84,0.35,3.49,62.0,0,,0,,0,0.0,0.0,0.0,,,0.28,,0.28,0.07,0.0,1.12,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
520,A. Palacio Lazaro,Real Zaragoza B,Real Zaragoza B,"RW, RCMF, AMF",19,0,,16,828,0,0.24,0,0.33,17.83,57.93,Spain,Spain,,0,0,no,8.7,7.61,72.86,1.41,38.46,0.54,0.79,0.11,2.61,3.79,0.65,1,0.11,0,0.0,1.63,0.0,0,0.0,0.03,0,0.0,7,0.76,57.14,0.0,0.0,1.09,40.0,0.43,0.0,0.65,66.67,0.0,1.09,70.0,6.74,56.45,0.87,0.76,0.0,26.41,0.33,2.93,39.89,81.74,12.17,66.96,10.22,95.74,10.33,85.26,36.85,84.37,2.07,52.63,16.89,28.01,0.04,0.0,0.11,0.0,0.0,0.11,6.09,64.29,1.41,38.46,0.22,0.0,0.54,0.43,4.89,68.89,0,,0,,0,0.0,0.0,0.0,,,0.65,,0.11,0.0,0.0,0.54,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Extremo,2026-08-01 16:29:15.671466
521,Aimar Bonel,Real Zaragoza B,Real Zaragoza B,"DMF, RCMF",19,0,2028-06-30,7,305,0,0.17,0,0.02,,,Spain,Spain,derecho,184,0,no,,,,,,,0.48,,,10.0,,1,,1,,,,0,,,0,,3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,24.84,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
522,Hugo Goñi,Real Zaragoza B,Real Zaragoza B,CF,19,0,,22,1199,2,3.46,2,1.15,23.12,30.52,Spain,Spain,,0,0,no,4.65,3.98,69.81,2.25,16.67,0.15,0.22,0.3,1.73,2.55,1.2,0,0.0,0,0.0,1.8,0.15,2,0.15,0.26,0,0.0,28,2.1,35.71,7.143,0.15,0.23,33.33,0.08,100.0,0.15,0.0,0.0,2.7,36.11,12.16,22.22,2.48,0.53,0.08,10.51,0.98,1.2,14.94,71.86,4.65,66.13,2.7,77.78,3.0,72.5,14.11,73.4,0.6,50.0,13.07,7.94,0.09,0.0,0.0,0.15,0.0,0.3,2.03,62.96,1.13,73.33,0.23,33.33,0.98,0.08,1.65,77.27,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.3,0.08,0.0,0.23,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Delantero,2026-08-01 16:29:15.671466
523,Dani González,Real Zaragoza B,Real Zaragoza B,CF,20,0,,4,106,1,0.46,0,0.0,,,Spain,Spain,,0,0,no,,,,,,,0.0,,,4.62,,1,,0,,,,1,,,0,,3,,,33.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53,0.0,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Delantero,2026-08-01 16:29:15.671466
524,Sergio Berrar,Real Zaragoza B,Real Zaragoza B,GK,20,0,,4,389,0,0.0,0,0.0,,,Spain,Spain,,0,0,no,,,,,,,0.34,,,0.68,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.24,52.26,,,,,,,,,,,,,,,,,5,,14,,1,64.29,4.04,,-0.96,,,,,,,,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Portero,2026-08-01 16:29:15.671466
525,Izan Muñoz,Real Zaragoza B,Real Zaragoza B,LB,19,0,,7,598,0,0.26,1,0.06,12.19,58.02,Spain,Spain,,0,0,si,8.13,5.57,64.86,1.05,42.86,0.0,0.0,0.15,4.52,6.16,0.45,0,0.0,0,0.0,2.56,0.0,0,0.0,0.04,0,0.0,5,0.75,20.0,0.0,0.15,3.01,35.0,2.86,36.84,0.0,0.0,0.0,1.96,69.23,3.76,60.0,0.9,0.75,0.0,17.46,1.05,0.45,26.19,75.29,8.88,69.49,3.31,90.91,9.33,75.81,21.22,84.4,2.56,35.29,20.72,47.33,0.01,0.15,0.0,0.15,0.0,0.0,2.71,61.11,2.26,40.0,0.15,0.0,0.0,1.05,5.72,71.05,0,,0,,0,0.0,0.0,0.0,,,0.75,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
526,Hugo Barrachina,Real Zaragoza B,Real Zaragoza B,LCB,19,0,2027-06-30,15,1435,0,0.37,0,0.05,12.79,57.84,Spain,Spain,,0,0,no,9.09,5.9,69.15,3.2,50.98,0.38,0.51,0.82,4.64,6.32,0.75,4,0.25,1,0.06,0.19,0.0,0,0.0,0.02,0,0.0,3,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,75.0,1.0,31.25,0.25,1.32,0.06,29.35,0.13,0.25,43.46,84.99,19.32,72.08,2.95,95.74,17.31,96.74,37.94,91.74,5.52,38.64,21.73,39.08,0.0,0.0,0.0,0.06,0.0,0.06,4.2,58.21,0.5,0.0,0.38,16.67,0.06,0.0,6.96,61.26,0,,0,,0,0.0,0.0,0.0,,,1.76,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Central,2026-08-01 16:29:15.671466
527,J. Vásquez,Real Zaragoza B,Real Zaragoza B,"CF, LW, RAMF",21,0,,12,459,1,1.03,2,0.57,12.16,38.71,Honduras,Honduras,derecho,0,0,no,2.35,1.76,77.78,1.18,0.0,0.0,0.0,0.0,0.98,1.21,0.2,1,0.2,0,0.0,3.33,0.2,1,0.2,0.2,0,0.0,9,1.76,55.56,11.111,0.39,1.96,20.0,0.98,20.0,0.98,20.0,0.0,3.53,55.56,6.47,42.42,3.14,2.94,0.39,11.96,2.35,0.39,14.12,62.5,2.55,38.46,3.92,90.0,4.9,60.0,10.98,69.64,1.18,66.67,18.42,12.68,0.11,0.0,0.2,0.0,0.0,0.78,1.37,57.14,1.96,50.0,0.0,0.0,0.98,0.39,2.35,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.2,0,0.0,2RFEF,2025-2026,ESP,,,,Delantero,2026-08-01 16:29:15.671466
528,Eloy Moreno,Real Zaragoza B,Real Zaragoza B,"RCB, LCB, CB",22,0,,17,1319,2,1.38,0,0.41,11.26,54.55,Spain,Spain,unknown,0,0,no,8.94,4.37,67.19,4.3,47.62,0.61,0.9,0.68,5.39,7.9,0.82,8,0.55,0,0.0,0.61,0.14,2,0.14,0.09,1,0.07,23,1.57,26.09,8.696,0.0,0.14,0.0,0.07,0.0,0.07,0.0,0.0,0.2,100.0,0.68,30.0,1.43,1.02,0.0,28.52,0.41,0.14,42.71,77.64,19.58,62.72,1.84,85.19,17.47,92.58,33.37,88.96,9.21,37.78,25.24,39.4,0.03,0.0,0.0,0.0,0.0,0.0,8.46,53.23,0.48,14.29,0.68,10.0,0.34,0.07,9.89,66.21,0,,0,,0,0.0,0.0,0.0,,,1.02,,0.14,0.14,50.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Central,2026-08-01 16:29:15.671466
529,L. Terrer Casas,Real Zaragoza B,Real Zaragoza B,"RCMF, RDMF",20,0,2029-06-30,9,892,0,0.19,2,0.4,21.89,50.69,Spain,Spain,derecho,0,0,no,7.57,6.96,63.77,2.22,36.36,0.1,0.15,0.3,3.03,4.5,1.31,2,0.2,1,0.1,2.02,0.0,0,0.0,0.02,0,0.0,7,0.71,0.0,0.0,0.2,0.71,28.57,0.3,0.0,0.4,50.0,0.1,2.52,72.0,10.29,45.1,0.4,1.72,0.5,25.83,0.3,1.61,39.96,87.37,8.98,73.03,8.27,95.12,14.93,93.92,37.13,91.58,2.22,36.36,17.41,31.66,0.04,0.0,0.0,0.0,0.0,0.2,4.94,67.35,1.01,50.0,0.3,0.0,0.3,0.1,3.43,70.59,0,,0,,0,0.0,0.0,0.0,,,0.3,,0.1,0.0,0.0,1.01,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
530,Álex González,Real Zaragoza B,Real Zaragoza B,"LB, LAMF, LCMF",21,0,,3,55,0,0.05,0,0.0,,,Spain,Spain,,0,0,no,,,,,,,1.67,,,5.0,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.19,11.26,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
531,Carlos Calavia,Real Zaragoza B,Real Zaragoza B,GK,23,0,2026-06-30,11,1074,0,0.0,0,0.0,1.34,75.0,Spain,Spain,derecho,185,77,no,2.43,0.17,50.0,0.75,88.89,0.0,0.0,0.0,2.35,3.46,0.08,2,0.17,1,0.08,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.34,50.0,0.0,0.0,0.0,11.4,0.5,0.25,24.3,79.31,15.42,68.48,0.0,0.0,7.88,98.94,14.08,96.43,10.14,56.2,33.22,49.04,0.0,0.0,0.0,0.0,0.0,0.0,2.6,35.48,0.25,33.33,0.5,50.0,0.17,0.0,6.54,70.51,17,1.42,61,5.11,1,72.13,18.17,1.52,1.17,0.098,0.0,1.84,,,,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Portero,2026-08-01 16:29:15.671466
532,Iker García,Real Zaragoza B,Real Zaragoza B,"LCMF, LW, DMF",22,0,,18,1582,2,2.18,2,1.04,16.95,50.0,Spain,Spain,izquierdo,179,68,no,7.05,5.69,66.0,2.73,29.17,0.06,0.08,0.11,3.24,4.75,1.08,6,0.34,0,0.0,1.93,0.11,1,0.06,0.12,0,0.0,29,1.65,34.48,6.897,0.11,1.65,13.79,1.19,19.05,0.46,0.0,0.17,1.76,58.06,6.14,43.52,0.68,1.08,0.0,35.56,0.51,1.76,51.83,82.33,16.55,72.51,7.62,95.52,19.06,86.27,45.51,87.75,4.78,52.38,17.74,36.85,0.06,0.06,0.0,0.28,40.0,0.11,7.91,71.22,1.93,38.24,0.51,33.33,0.63,0.23,7.96,69.29,0,,0,,0,0.0,0.0,0.0,,,0.51,,0.8,0.17,100.0,2.5,1,100.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Centrocampista,2026-08-01 16:29:15.671466
533,R. Ergouai,Real Zaragoza B,Real Zaragoza B,RCB,22,0,2026-06-30,15,1086,0,0.45,0,0.07,17.24,64.9,France,France,derecho,186,79,no,9.61,6.96,75.0,4.39,56.6,0.5,0.68,0.83,3.9,5.34,0.99,2,0.17,0,0.0,0.17,0.0,0,0.0,0.04,0,0.0,3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,50.0,3.15,68.42,0.5,2.32,0.0,34.81,0.5,2.49,48.73,89.46,17.65,81.22,3.81,97.83,22.54,95.59,44.83,91.87,3.9,61.7,20.99,28.93,0.01,0.0,0.0,0.0,0.0,0.08,4.72,75.44,0.17,50.0,0.33,25.0,0.08,0.0,7.04,65.88,0,,0,,0,0.0,0.0,0.0,,,2.15,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6723.png,Central,2026-08-01 16:29:15.671466
534,E. Facchin,Real Zaragoza B,Real Zaragoza B,"LB, LWF, LW",24,0,,18,1429,1,1.71,1,1.04,25.38,45.66,Uruguay,Uruguay,izquierdo,178,65,no,9.57,7.31,63.79,4.35,40.58,0.31,0.47,0.25,4.6,6.91,1.01,3,0.19,0,0.0,3.02,0.06,1,0.06,0.11,0,0.0,20,1.26,25.0,5.0,0.06,2.33,16.22,2.14,14.71,0.13,0.0,0.13,3.72,62.71,10.2,38.89,1.95,2.39,0.31,22.8,2.2,1.07,31.68,70.78,10.83,59.88,5.48,91.95,8.06,69.53,26.7,79.01,2.96,34.04,17.39,34.23,0.07,0.0,0.0,0.0,0.0,0.38,2.96,59.57,2.52,37.5,0.13,50.0,0.57,0.44,5.42,60.47,0,,0,,0,0.0,0.0,0.0,,,0.13,,0.06,0.0,0.0,0.5,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/5796.png,Lateral,2026-08-01 16:29:15.671466
535,O. Kortázar Eskauriaza,Gernika,Gernika,"LWB, LB",20,0,,22,1593,0,0.3,0,0.21,12.37,51.14,Spain,Spain,unknown,0,0,no,8.87,5.71,55.45,3.67,58.46,0.62,0.8,0.11,5.08,6.52,0.96,3,0.17,1,0.06,0.68,0.0,0,0.0,0.02,0,0.0,9,0.51,22.22,0.0,0.0,1.69,23.33,1.69,23.33,0.0,0.0,0.11,0.28,60.0,1.47,42.31,0.28,0.34,0.0,10.45,0.56,0.85,21.13,65.24,10.17,51.67,2.88,98.04,5.25,70.97,14.24,77.38,5.25,45.16,23.39,34.91,0.01,0.0,0.0,0.06,0.0,0.17,5.54,52.04,2.03,27.78,0.56,30.0,0.45,0.28,5.88,71.15,0,,0,,0,0.0,0.0,0.0,,,0.73,,0.0,0.0,0.0,0.0,0,0.0,2RFEF,2025-2026,ESP,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
